chr	start	end	geneID	geneName
10	71396934	71815947	ENSG00000107736	CDH23
10	71711702	71737824	ENSG00000214688	C10orf105
10	71747559	71773498	ENSG00000107738	VSIR
10	71790747	71790800	ENSG00000274824	MIR7152
10	71816298	71851375	ENSG00000197746	PSAP
10	71844735	71844794	ENSG00000238446	RNU7-38P
10	71964365	72013564	ENSG00000122863	CHST3
10	72059035	72089032	ENSG00000107742	SPOCK2
10	72096032	72217134	ENSG00000138303	ASCC1
10	72180858	72180989	ENSG00000200294	RF00340
10	72216000	72235860	ENSG00000166295	ANAPC16
10	72220752	72220852	ENSG00000200170	RF00019
10	72273920	72276036	ENSG00000168209	DDIT4
10	72332830	72355230	ENSG00000148719	DNAJB12
10	72367327	72626191	ENSG00000107745	MICU1
10	72391964	72392069	ENSG00000202513	RNU6-805P
10	72582803	72583086	ENSG00000272536	RN7SL840P
10	72654165	72654276	ENSG00000201881	RF00019
10	72692131	72887694	ENSG00000156026	MCU
10	72893581	72933033	ENSG00000138315	OIT3
10	72935170	72954778	ENSG00000138308	PLA2G12B
10	73007217	73096974	ENSG00000122884	P4HA1
10	73082494	73082595	ENSG00000201047	RF00019
10	73110375	73131828	ENSG00000166321	NUDT13
10	73126080	73126207	ENSG00000221164	SNORA11F
10	73130155	73169055	ENSG00000122882	ECD
10	73168166	73244504	ENSG00000138286	FAM149B1
10	73192223	73192325	ENSG00000199201	RF00019
10	73248843	73252693	ENSG00000182180	MRPS16
10	73253759	73358859	ENSG00000156042	CFAP70
10	73279062	73279168	ENSG00000200356	RNU6-833P
10	73346936	73347048	ENSG00000207473	RF00019
10	73375101	73414076	ENSG00000138279	ANXA7
10	73423579	73433561	ENSG00000166343	MSS51
10	73436428	73496024	ENSG00000107758	PPP3CB
10	73497538	73625953	ENSG00000166348	USP54
10	73529051	73529157	ENSG00000207327	RNU6-883P
10	73631654	73641757	ENSG00000177791	MYOZ1
10	73644881	73663803	ENSG00000166317	SYNPO2L
10	73744384	73772161	ENSG00000176986	SEC24C
10	73772291	73780251	ENSG00000196968	FUT11
10	73782047	73783652	ENSG00000172586	CHCHD1
10	73785582	73801797	ENSG00000214655	ZSWIM8
10	73812501	73874591	ENSG00000148660	CAMK2G
10	73909177	73917497	ENSG00000122861	PLAU
10	73909969	73922777	ENSG00000222047	C10orf55
10	73995193	74121363	ENSG00000035403	VCL
10	74120255	74151063	ENSG00000185009	AP3M1
10	74151185	74709303	ENSG00000156110	ADK
10	74551392	74551493	ENSG00000206756	RF00019
10	74824927	75032624	ENSG00000156650	KAT6B
10	75037836	75058514	ENSG00000188716	DUPD1
10	75094432	75109221	ENSG00000079393	DUSP13
10	75099586	75182123	ENSG00000156671	SAMD8
10	75233969	75236030	ENSG00000165644	COMTD1
10	75397830	75401906	ENSG00000165655	ZNF503
10	75431453	76560167	ENSG00000148655	LRMDA
10	76242022	76242301	ENSG00000265486	RN7SL518P
10	76260800	76260903	ENSG00000201954	RNU6-673P
10	76835377	76835502	ENSG00000252888	RF00322
10	76869601	77638369	ENSG00000156113	KCNMA1
10	77776951	77777055	ENSG00000199664	RNU6-1266P
10	77790791	77926526	ENSG00000151208	DLG5
10	77912271	77912545	ENSG00000243446	RN7SL284P
10	77969251	78029545	ENSG00000148606	POLR3A
10	78033732	78056813	ENSG00000138326	RPS24
10	78367507	78367623	ENSG00000201393	RF00056
10	79069035	79316528	ENSG00000108175	ZMIZ1
10	79347469	79355337	ENSG00000108179	PPIF
10	79382325	79445627	ENSG00000165424	ZCCHC24
10	79555852	79560402	ENSG00000185303	SFTPA2
10	79610939	79615455	ENSG00000122852	SFTPA1
10	79937740	79982614	ENSG00000133661	SFTPD
10	80078646	80092557	ENSG00000133678	TMEM254
10	80131682	80145359	ENSG00000189129	PLAC9
10	80150889	80205572	ENSG00000122359	ANXA11
10	80271820	80289684	ENSG00000151224	MAT1A
10	80336105	80356755	ENSG00000170788	DYDC1
10	80344745	80368073	ENSG00000133665	DYDC2
10	80407829	80437115	ENSG00000122378	PRXL2A
10	80454166	80533123	ENSG00000108219	TSPAN14
10	80537902	80646560	ENSG00000178217	SH2D4B
10	81875314	82987179	ENSG00000185737	NRG3
10	82340771	82340876	ENSG00000207275	RNU6-441P
10	83067962	83068071	ENSG00000200774	RNU6-478P
10	83764358	83764464	ENSG00000212324	RNU6-129P
10	84003332	84003479	ENSG00000200789	RNU1-65P
10	84139440	84153245	ENSG00000165678	GHITM
10	84173738	84185294	ENSG00000188373	C10orf99
10	84194635	84219621	ENSG00000148600	CDHR1
10	84220495	84225589	ENSG00000204033	LRIT2
10	84231593	84241461	ENSG00000148602	LRIT1
10	84245053	84259960	ENSG00000148604	RGR
10	84328558	84518521	ENSG00000107771	CCSER2
10	85537379	85537483	ENSG00000223064	RNU6-325P
10	85599555	86366493	ENSG00000182771	GRID1
10	85613017	85613186	ENSG00000278333	RF02271
10	85650012	85650260	ENSG00000252292	RN7SKP238
10	86264694	86264788	ENSG00000199104	MIR346
10	86435256	86521815	ENSG00000062650	WAPL
10	86488446	86488549	ENSG00000212332	RNU6-780P
10	86654557	86666848	ENSG00000122375	OPN4
10	86668449	86736068	ENSG00000122367	LDB3
10	86756601	86932838	ENSG00000107779	BMPR1A
10	86889569	86889733	ENSG00000200176	RNU1-19P
10	86935540	86969481	ENSG00000173269	MMRN2
10	86968192	86983934	ENSG00000148671	ADIRF
10	87020306	87024730	ENSG00000188100	FAM25A
10	87041238	87041341	ENSG00000200253	RNU6-529P
10	87050486	87094866	ENSG00000148672	GLUD1
10	87504875	87553460	ENSG00000107789	MINPP1
10	87659613	87747705	ENSG00000198682	PAPSS2
10	87751512	87841343	ENSG00000138138	ATAD1
10	87832818	87833098	ENSG00000243782	RN7SL78P
10	87859161	87863437	ENSG00000227268	KLLN
10	87863113	87971930	ENSG00000171862	PTEN
10	87994618	87994695	ENSG00000200891	RF00284
10	88273864	88584530	ENSG00000184719	RNLS
10	88585638	88585733	ENSG00000201548	RF00019
10	88586753	88606976	ENSG00000204022	LIPJ
10	88664441	88678814	ENSG00000182333	LIPF
10	88724544	88752786	ENSG00000204021	LIPK
10	88761406	88778242	ENSG00000204020	LIPN
10	88802730	88820546	ENSG00000173239	LIPM
10	88822132	88851818	ENSG00000152766	ANKRD22
10	88879734	88975153	ENSG00000138134	STAMBPL1
10	88935074	88991339	ENSG00000107796	ACTA2
10	88990582	89015785	ENSG00000026103	FAS
10	89063335	89063411	ENSG00000265375	MIR4679-2
10	89205629	89207314	ENSG00000138135	CH25H
10	89213569	89414557	ENSG00000107798	LIPA
10	89283694	89309276	ENSG00000119922	IFIT2
10	89327894	89340971	ENSG00000119917	IFIT3
10	89392546	89406486	ENSG00000185745	IFIT1
10	89414586	89421001	ENSG00000152778	IFIT5
10	89430299	89556641	ENSG00000152779	SLC16A12
10	89579497	89645572	ENSG00000152782	PANK1
10	89592747	89592827	ENSG00000198997	MIR107
10	89701610	89774939	ENSG00000138182	KIF20B
10	90163651	90163960	ENSG00000222451	RN7SKP143
10	90740823	90857698	ENSG00000148680	HTR7
10	90871716	90908553	ENSG00000148688	RPP30
10	90880040	90880179	ENSG00000222305	RF00019
10	90912096	90921276	ENSG00000148677	ANKRD1
10	90922731	90922835	ENSG00000201604	RNU6-740P
10	91163012	91284331	ENSG00000180628	PCGF5
10	91409280	91514829	ENSG00000165338	HECTD2
10	91628442	91633054	ENSG00000119938	PPP1R3C
10	91798312	91865276	ENSG00000107854	TNKS2
10	91906589	91909483	ENSG00000174721	FGFBP3
10	91923769	92030325	ENSG00000095564	BTAF1
10	92046692	92291087	ENSG00000107864	CPEB3
10	92076242	92076365	ENSG00000252993	RF00402
10	92272147	92272250	ENSG00000199881	RF00019
10	92291163	92353964	ENSG00000198060	MARCH5
10	92334463	92334564	ENSG00000202297	RNY3P12
10	92451684	92574076	ENSG00000119912	IDE
10	92593286	92655395	ENSG00000138160	KIF11
10	92689951	92695646	ENSG00000152804	HHEX
10	92710499	92710608	ENSG00000201412	RF00019
10	92834713	93059493	ENSG00000138190	EXOC6
10	93060808	93069536	ENSG00000187553	CYP26C1
10	93073475	93077890	ENSG00000095596	CYP26A1
10	93306429	93482317	ENSG00000138119	MYOF
10	93496632	93529092	ENSG00000138180	CEP55
10	93566665	93604480	ENSG00000186188	FFAR4
10	93591687	93601744	ENSG00000138207	RBP4
10	93612588	93666010	ENSG00000095464	PDE6C
10	93667883	93702572	ENSG00000148690	FRA10AC1
10	93757809	93806272	ENSG00000108231	LGI1
10	93893973	93956062	ENSG00000176273	SLC35G1
10	94030812	94332823	ENSG00000138193	PLCE1
10	94155639	94155745	ENSG00000206631	RNU6-657P
10	94333226	94362959	ENSG00000173145	NOC3L
10	94402504	94535930	ENSG00000108239	TBC1D12
10	94501434	94613905	ENSG00000119969	HELLS
10	94762681	94853205	ENSG00000165841	CYP2C19
10	94938658	94989391	ENSG00000138109	CYP2C9
10	95036772	95069497	ENSG00000138115	CYP2C8
10	95194200	95228928	ENSG00000173124	ACSM6
10	95237572	95291024	ENSG00000107438	PDLIM1
10	95605929	95656706	ENSG00000059573	ALDH18A1
10	95663396	95694143	ENSG00000119977	TCTN3
10	95711779	95869695	ENSG00000138185	ENTPD1
10	96043394	96060870	ENSG00000107443	CCNJ
10	96064315	96064399	ENSG00000266407	MIR3157
10	96112747	96112851	ENSG00000200728	RNU6-271P
10	96129715	96205288	ENSG00000177853	ZNF518A
10	96191702	96271587	ENSG00000095585	BLNK
10	96304396	96338564	ENSG00000107447	DNTT
10	96343216	96359365	ENSG00000197430	OPALIN
10	96364606	96513918	ENSG00000095587	TLL2
10	96518109	96587452	ENSG00000077147	TM9SF3
10	96593312	96720514	ENSG00000155629	PIK3AP1
10	96743167	96743273	ENSG00000207287	RNU6-1274P
10	96832282	96995959	ENSG00000196233	LCOR
10	96998038	97185920	ENSG00000187122	SLIT1
10	97297290	97297557	ENSG00000277308	RF00017
10	97319267	97321915	ENSG00000165879	FRAT1
10	97332497	97334709	ENSG00000181274	FRAT2
10	97356358	97426076	ENSG00000052749	RRP12
10	97421195	97421307	ENSG00000200737	RF00019
10	97436142	97446017	ENSG00000171311	EXOSC1
10	97446131	97457370	ENSG00000171307	ZDHHC16
10	97458324	97498794	ENSG00000155229	MMS19
10	97498868	97571209	ENSG00000165886	UBTD1
10	97572499	97583884	ENSG00000165887	ANKRD2
10	97614553	97633500	ENSG00000171160	MORN4
10	97640686	97676434	ENSG00000155252	PI4K2A
10	97677424	97687323	ENSG00000119986	AVPI1
10	97713173	97718152	ENSG00000155254	MARVELD1
10	97737121	97760907	ENSG00000155256	ZFYVE27
10	97766751	97771952	ENSG00000120057	SFRP5
10	97850239	97871580	ENSG00000155265	GOLGA7B
10	97865000	98030828	ENSG00000095713	CRTAC1
10	98076361	98076421	ENSG00000278752	AL355301.1
10	98134624	98244897	ENSG00000166024	R3HCC1L
10	98247690	98268250	ENSG00000138131	LOXL4
10	98383565	98415184	ENSG00000119943	PYROXD2
10	98395218	98395307	ENSG00000284415	MIR1287
10	98416198	98446947	ENSG00000107521	HPS1
10	98457077	99235862	ENSG00000172987	HPSE2
10	99329099	99394330	ENSG00000119946	CNNM1
10	99396870	99431569	ENSG00000120053	GOT1
10	99532933	99536524	ENSG00000119919	NKX2-3
10	99610522	99620609	ENSG00000155287	SLC25A28
10	99659506	99706240	ENSG00000198018	ENTPD7
10	99702558	99756134	ENSG00000119929	CUTC
10	99711844	99732100	ENSG00000014919	COX15
10	99782640	99852594	ENSG00000023839	ABCC2
10	99875577	100009919	ENSG00000107554	DNMBP
10	100042193	100081877	ENSG00000120054	CPN1
10	100150094	100188334	ENSG00000107566	ERLIN1
10	100188298	100229619	ENSG00000213341	CHUK
10	100232298	100267680	ENSG00000095485	CWF19L1
10	100237156	100237302	ENSG00000212464	SNORA12
10	100258571	100258677	ENSG00000207362	RNU6-422P
10	100273280	100286712	ENSG00000196072	BLOC1S2
10	100288154	100330486	ENSG00000107593	PKD2L1
10	100347124	100364834	ENSG00000099194	SCD
10	100398352	100398446	ENSG00000212325	RF00019
10	100463041	100483744	ENSG00000075290	WNT8B
10	100486642	100519864	ENSG00000075826	SEC31B
10	100529072	100559998	ENSG00000166135	HIF1AN
10	100666695	100667009	ENSG00000274660	RF00017
10	100735603	100829941	ENSG00000075891	PAX2
10	100907174	100907280	ENSG00000222072	RF00019
10	100912569	100965136	ENSG00000119906	SLF2
10	100969458	100987515	ENSG00000055950	MRPL43
10	100969518	100985871	ENSG00000095539	SEMA4G
10	100987367	100994401	ENSG00000107815	TWNK
10	100996618	101007836	ENSG00000107816	LZTS2
10	101007683	101032295	ENSG00000186862	PDZD7
10	101031234	101041244	ENSG00000107819	SFXN3
10	101061841	101068131	ENSG00000107821	KAZALD1
10	101130505	101137789	ENSG00000107807	TLX1
10	101226195	101229794	ENSG00000138136	LBX1
10	101307529	101307718	ENSG00000222238	RNU2-43P
10	101354033	101557321	ENSG00000166167	BTRC
10	101364845	101365035	ENSG00000222414	RNU2-59P
10	101570560	101609668	ENSG00000166171	DPCD
10	101578882	101588270	ENSG00000166169	POLL
10	101601417	101601497	ENSG00000283558	MIR3158-2
10	101610664	101695295	ENSG00000107829	FBXW4
10	101622859	101622965	ENSG00000222051	RNU6-1165P
10	101770130	101780369	ENSG00000107831	FGF8
10	101781325	101783413	ENSG00000107833	NPM3
10	101784443	101818465	ENSG00000198408	OGA
10	101825974	101843920	ENSG00000120049	KCNIP2
10	101845599	102056193	ENSG00000120029	ARMH3
10	101912998	101913279	ENSG00000274742	RF00017
10	101952605	101952704	ENSG00000222430	RF00019
10	102065390	102068038	ENSG00000166189	HPS6
10	102107560	102120453	ENSG00000198728	LDB1
10	102132994	102150331	ENSG00000148840	PPRC1
10	102152176	102163871	ENSG00000166197	NOLC1
10	102226328	102229589	ENSG00000119915	ELOVL3
10	102230186	102241474	ENSG00000107859	PITX3
10	102245532	102382899	ENSG00000107862	GBF1
10	102394110	102402529	ENSG00000077150	NFKB2
10	102402617	102421539	ENSG00000059915	PSD
10	102419189	102423136	ENSG00000107872	FBXL15
10	102423245	102432661	ENSG00000107874	CUEDC2
10	102436512	102436584	ENSG00000202569	MIR146B
10	102449837	102451543	ENSG00000120055	C10orf95
10	102461395	102477045	ENSG00000138111	MFSD13A
10	102461881	102502711	ENSG00000138107	ACTR1A
10	102503987	102633535	ENSG00000107882	SUFU
10	102591524	102591630	ENSG00000207029	RNU6-43P
10	102642310	102660680	ENSG00000171206	TRIM8
10	102714538	102743492	ENSG00000156398	SFXN2
10	102743901	102834516	ENSG00000166272	WBP1L
10	102803929	102804031	ENSG00000252994	RNU6-1231P
10	102830531	102837533	ENSG00000148795	CYP17A1
10	102868421	102868519	ENSG00000283337	RF00026
10	102869516	102901899	ENSG00000214435	AS3MT
10	102918293	103090221	ENSG00000148842	CNNM2
10	103027336	103027498	ENSG00000278498	RF02271
10	103088017	103193306	ENSG00000076685	NT5C2
10	103277163	103290351	ENSG00000148798	INA
10	103302796	103351144	ENSG00000156374	PCGF6
10	103312436	103312568	ENSG00000212413	RNU11-3P
10	103367967	103389065	ENSG00000148835	TAF5
10	103389041	103396492	ENSG00000173915	ATP5MD
10	103394253	103394401	ENSG00000283867	MIR1307
10	103396626	103446292	ENSG00000148843	PDCD11
10	103446786	103452402	ENSG00000138172	CALHM2
10	103453387	103458888	ENSG00000185933	CALHM1
10	103472804	103479240	ENSG00000183128	CALHM3
10	103493979	103592552	ENSG00000107954	NEURL1
10	103594027	103855543	ENSG00000107957	SH3PXD2A
10	103673158	103673265	ENSG00000222503	RF00019
10	103882542	103918205	ENSG00000107960	STN1
10	103967201	104029233	ENSG00000065613	SLK
10	104031286	104085957	ENSG00000065618	COL17A1
10	104048089	104048186	ENSG00000283788	MIR936
10	104122058	104126385	ENSG00000156384	SFR1
10	104129888	104232362	ENSG00000197748	CFAP43
10	104218789	104218883	ENSG00000208033	MIR609
10	104235356	104267459	ENSG00000148834	GSTO1
10	104268873	104304945	ENSG00000065621	GSTO2
10	104309698	104338448	ENSG00000148841	ITPRIP
10	104353764	104455090	ENSG00000120051	CFAP58
10	104641101	105265235	ENSG00000156395	SORCS3
10	105534659	105534765	ENSG00000207068	RNU6-463P
10	106573663	107164534	ENSG00000108018	SORCS1
10	108940969	108941310	ENSG00000222436	RN7SKP278
10	109184934	109185001	ENSG00000252574	RNU5B-6P
10	109239639	109239746	ENSG00000200217	RNU6-839P
10	109864766	109923553	ENSG00000108039	XPNPEP1
10	109869858	109869992	ENSG00000272160	RNU4-5P
10	109996368	110135565	ENSG00000148700	ADD3
10	110207605	110287365	ENSG00000119950	MXI1
10	110290730	110304951	ENSG00000119953	SMNDC1
10	110497838	110511544	ENSG00000138166	DUSP5
10	110567691	110604636	ENSG00000108055	SMC3
10	110642678	110642785	ENSG00000223302	RF00019
10	110644397	110839469	ENSG00000203867	RBM20
10	110871795	110900006	ENSG00000150593	PDCD4
10	110898090	110898155	ENSG00000284482	MIR4680
10	110898730	110919274	ENSG00000214413	BBIP1
10	110919547	111013667	ENSG00000108061	SHOC2
10	111077163	111080907	ENSG00000150594	ADRA2A
10	112149864	112215377	ENSG00000119927	GPAM
10	112283400	112305035	ENSG00000119913	TECTB
10	112299612	112299690	ENSG00000276857	MIR6715A
10	112374018	112428380	ENSG00000197142	ACSL5
10	112424428	112446917	ENSG00000023041	ZDHHC6
10	112446998	112818744	ENSG00000151532	VTI1A
10	112634170	112634254	ENSG00000264763	MIR4295
10	112950250	113167678	ENSG00000148737	TCF7L2
10	113353425	113353484	ENSG00000238380	RNU7-165P
10	113550837	113589602	ENSG00000148702	HABP2
10	113588716	113664127	ENSG00000197893	NRAP
10	113679162	113730907	ENSG00000165806	CASP7
10	113751454	113783429	ENSG00000148735	PLEKHS1
10	113820459	113820590	ENSG00000212589	RF00560
10	113834725	113854383	ENSG00000198924	DCLRE1A
10	113854661	113917194	ENSG00000196865	NHLRC2
10	114044056	114046908	ENSG00000043591	ADRB1
10	114111414	114111517	ENSG00000253066	RNU6-709P
10	114120862	114174232	ENSG00000165813	CCDC186
10	114168156	114168280	ENSG00000273904	RF02277
10	114179270	114232304	ENSG00000095627	TDRD1
10	114239330	114291513	ENSG00000165816	VWA2
10	114294824	114404756	ENSG00000169129	AFAP1L2
10	114431113	114685003	ENSG00000099204	ABLIM1
10	114821744	114899832	ENSG00000151553	FAM160B1
10	114938193	114977676	ENSG00000165832	TRUB1
10	114969460	114969568	ENSG00000252611	RNU6-1121P
10	115093365	115948992	ENSG00000107518	ATRNL1
10	116056925	116273467	ENSG00000151892	GFRA1
10	116324428	116380029	ENSG00000182645	CCDC172
10	116427867	116477957	ENSG00000203837	PNLIPRP3
10	116538183	116538276	ENSG00000200935	RNU6-1090P
10	116545931	116567855	ENSG00000175535	PNLIP
10	116620953	116645143	ENSG00000266200	PNLIPRP2
10	116663696	116670264	ENSG00000165863	C10orf82
10	116671192	116850236	ENSG00000165868	HSPA12A
10	116849512	116911788	ENSG00000188316	ENO4
10	116881482	117126586	ENSG00000187164	SHTN1
10	117128521	117138301	ENSG00000148704	VAX1
10	117197489	117210299	ENSG00000186795	KCNK18
10	117241073	117279430	ENSG00000165646	SLC18A2
10	117277274	117375467	ENSG00000165650	PDZD8
10	117542444	117549546	ENSG00000170370	EMX2
10	118004916	118046603	ENSG00000107560	RAB11FIP2
10	118297930	118342328	ENSG00000165669	FAM204A
10	118589989	118595699	ENSG00000119973	PRLHR
10	118674167	118755249	ENSG00000151893	CACUL1
10	119029716	119033732	ENSG00000188613	NANOS1
10	119033670	119080823	ENSG00000107581	EIF3A
10	119060011	119060138	ENSG00000207468	SNORA19
10	119060983	119061111	ENSG00000222588	RF00413
10	119104086	119137984	ENSG00000119979	FAM45A
10	119140767	119165667	ENSG00000183605	SFXN4
10	119167703	119178833	ENSG00000165672	PRDX3
10	119207589	119459742	ENSG00000198873	GRK5
10	119212857	119213146	ENSG00000242853	RN7SL749P
10	119377972	119378043	ENSG00000265719	MIR4681
10	119499828	119542708	ENSG00000148908	RGS10
10	119571802	119597029	ENSG00000151923	TIAL1
10	119651370	119677819	ENSG00000151929	BAG3
10	119726042	119829278	ENSG00000198825	INPP5F
10	119768247	119768538	ENSG00000242818	RN7SL846P
10	119829404	119892556	ENSG00000197771	MCMBP
10	119892711	119944658	ENSG00000107651	SEC23IP
10	119958513	119958592	ENSG00000265370	MIR4682
10	120456954	120589855	ENSG00000203805	PLPP4
10	120851175	120909524	ENSG00000120008	WDR11
10	121410916	121411200	ENSG00000222979	RN7SKP167
10	121478334	121598458	ENSG00000066468	FGFR2
10	121740421	121928801	ENSG00000107669	ATE1
10	121846600	121846700	ENSG00000201884	RF00019
10	121957088	121975217	ENSG00000107672	NSMCE4A
10	122271306	122338162	ENSG00000138152	BTBD16
10	122345690	122345793	ENSG00000202245	RNU6-728P
10	122374696	122442602	ENSG00000107679	PLEKHA1
10	122454653	122457352	ENSG00000254636	ARMS2
10	122458551	122514908	ENSG00000166033	HTRA1
10	122560665	122643736	ENSG00000187908	DMBT1
10	122697709	122699822	ENSG00000183559	C10orf120
10	122849078	122879641	ENSG00000213185	FAM24B
10	122910701	122913111	ENSG00000203795	FAM24A
10	122930903	122954403	ENSG00000119965	C10orf88
10	122954381	122997513	ENSG00000179988	PSTK
10	122990806	123008817	ENSG00000095574	IKZF5
10	123008979	123058311	ENSG00000196177	ACADSB
10	123135962	123137741	ENSG00000188620	HMX3
10	123148122	123150672	ENSG00000188816	HMX2
10	123154277	123170467	ENSG00000154473	BUB3
10	123666355	123694607	ENSG00000154478	GPR26
10	123706207	123940267	ENSG00000121898	CPXM2
10	124007666	124093607	ENSG00000182022	CHST15
10	124397303	124418976	ENSG00000065154	OAT
10	124445239	124450184	ENSG00000229544	NKX1-2
10	124461834	124617888	ENSG00000107902	LHPP
10	124748149	124791870	ENSG00000203791	EEF1AKMT2
10	124766196	124766297	ENSG00000199466	RF00019
10	124801785	124836670	ENSG00000165660	ABRAXAS2
10	124814958	124815062	ENSG00000207494	RF00019
10	124942123	124988189	ENSG00000019995	ZRANB1
10	124984317	125161170	ENSG00000175029	CTBP2
10	125576522	125683144	ENSG00000175018	TEX36
10	125719515	125764143	ENSG00000107938	EDRF1
10	125766453	125775821	ENSG00000154485	MMP21
10	125784980	125823285	ENSG00000188690	UROS
10	125823546	125853695	ENSG00000107949	BCCIP
10	125836337	125896436	ENSG00000089876	DHX32
10	125869295	125869576	ENSG00000277371	RF00017
10	125890566	125890678	ENSG00000222629	RNU2-42P
10	125896539	126009592	ENSG00000203780	FANK1
10	126012381	126388455	ENSG00000148848	ADAM12
10	126424997	126670446	ENSG00000154493	C10orf90
10	126779702	126779774	ENSG00000199321	RF00271
10	126905409	127452517	ENSG00000150760	DOCK1
10	127135426	127196158	ENSG00000188916	INSYN2
10	127549369	127552639	ENSG00000214285	NPS
10	127737235	127741186	ENSG00000186766	FOXI2
10	127877841	127892947	ENSG00000180745	CLRN3
10	127907061	128085855	ENSG00000132334	PTPRE
10	128096659	128126385	ENSG00000148773	MKI67
10	129467184	129768007	ENSG00000170430	MGMT
10	129835283	129963841	ENSG00000108001	EBF3
10	130020025	130110817	ENSG00000237489	C10orf143
10	130136399	130184521	ENSG00000108010	GLRX3
10	130505106	130505201	ENSG00000222997	RF00019
10	131092391	131311721	ENSG00000176769	TCERG1L
10	131900644	131959834	ENSG00000175470	PPP2R2D
10	131966455	131982013	ENSG00000176171	BNIP3
10	132104671	132184809	ENSG00000188385	JAKMIP3
10	132186900	132205776	ENSG00000151640	DPYSL4
10	132207492	132331847	ENSG00000165752	STK32C
10	132332154	132379918	ENSG00000148814	LRRC27
10	132397168	132417863	ENSG00000171813	PWWP2B
10	132537820	132783480	ENSG00000068383	INPP5A
10	132783179	132786052	ENSG00000148826	NKX6-2
10	132808392	132942823	ENSG00000171811	CFAP46
10	133070929	133131675	ENSG00000197177	ADGRA1
10	133160447	133226412	ENSG00000171798	KNDC1
10	133230274	133231558	ENSG00000171794	UTF1
10	133237404	133241929	ENSG00000151650	VENTX
10	133262403	133276868	ENSG00000151651	ADAM8
10	133278630	133312337	ENSG00000130640	TUBGCP2
10	133308475	133313162	ENSG00000198546	ZNF511
10	133324072	133336935	ENSG00000130643	CALY
10	133355154	133358035	ENSG00000148803	FUOM
10	133362480	133373689	ENSG00000127884	ECHS1
10	133420666	133424572	ENSG00000203772	SPRN
10	133520406	133561220	ENSG00000130649	CYP2E1
10	133553901	133569835	ENSG00000171772	SYCE1
11	167784	207428	ENSG00000177951	BET1L
11	196738	200261	ENSG00000177947	ODF3
11	207511	215113	ENSG00000177963	RIC8A
11	209336	209406	ENSG00000283920	MIR6743
11	215458	236931	ENSG00000142082	SIRT3
11	236546	252984	ENSG00000185627	PSMD13
11	278365	285359	ENSG00000174885	NLRP6
11	289135	296107	ENSG00000142102	PGGHG
11	298200	299526	ENSG00000206013	IFITM5
11	307631	315272	ENSG00000185201	IFITM2
11	313506	315272	ENSG00000185885	IFITM1
11	319669	327537	ENSG00000142089	IFITM3
11	369796	382116	ENSG00000182272	B4GALNT4
11	417933	442011	ENSG00000185101	ANO9
11	440399	440693	ENSG00000243562	RN7SL838P
11	494512	507300	ENSG00000023191	RNH1
11	532242	537287	ENSG00000174775	HRAS
11	554855	560779	ENSG00000185522	LMNTD2
11	560404	564021	ENSG00000099849	RASSF7
11	576486	612222	ENSG00000070047	PHRF1
11	612553	615999	ENSG00000185507	IRF7
11	616565	626078	ENSG00000099834	CDHR5
11	626431	627143	ENSG00000070031	SCT
11	637293	640706	ENSG00000069696	DRD4
11	644233	706715	ENSG00000177030	DEAF1
11	695428	705028	ENSG00000177042	TMEM80
11	747329	765024	ENSG00000177156	TALDO1
11	767220	777488	ENSG00000177225	GATD1
11	787104	790123	ENSG00000184524	CEND1
11	790475	798333	ENSG00000177542	SLC25A22
11	797511	799190	ENSG00000274897	PANO1
11	799179	809753	ENSG00000177595	PIDD1
11	809647	812880	ENSG00000177600	RPLP2
11	811681	811814	ENSG00000199785	SNORA52
11	818902	825573	ENSG00000177666	PNPLA2
11	826144	831991	ENSG00000177685	CRACR2B
11	832843	839831	ENSG00000177697	CD151
11	837356	842545	ENSG00000177700	POLR2L
11	842808	867116	ENSG00000214063	TSPAN4
11	867860	915058	ENSG00000177830	CHID1
11	948421	948524	ENSG00000222561	RNU6-1025P
11	1012821	1036706	ENSG00000184956	MUC6
11	1274371	1309654	ENSG00000078902	TOLLIP
11	1469457	1501247	ENSG00000182208	MOB2
11	1697195	1697755	ENSG00000205864	KRTAP5-6
11	1828307	1837521	ENSG00000149043	SYT8
11	1838989	1841680	ENSG00000130598	TNNI2
11	1852970	1892267	ENSG00000130592	LSP1
11	1859464	1859536	ENSG00000264493	MIR4298
11	1888577	1891895	ENSG00000283787	PRR33
11	1919562	1938706	ENSG00000130595	TNNT3
11	1996759	1996831	ENSG00000284010	MIR675
11	2129112	2149603	ENSG00000167244	IGF2
11	2132538	2161209	ENSG00000129965	INS-IGF2
11	2163929	2171877	ENSG00000180176	TH
11	2173063	2173138	ENSG00000265258	MIR4686
11	2268495	2270952	ENSG00000183734	ASCL2
11	2295645	2303049	ENSG00000110665	C11orf21
11	2301997	2318200	ENSG00000064201	TSPAN32
11	2321718	2321827	ENSG00000207308	RNU6-878P
11	2372638	2372750	ENSG00000199550	RF00019
11	2400488	2403878	ENSG00000184281	TSSC4
11	2404515	2423045	ENSG00000070985	TRPM5
11	2444684	2849110	ENSG00000053918	KCNQ1
11	2674625	2674740	ENSG00000276494	RF01948
11	2871437	2871498	ENSG00000274740	AC013791.1
11	2899721	2925246	ENSG00000110628	SLC22A18
11	2944431	2992377	ENSG00000205531	NAP1L4
11	2963771	2963893	ENSG00000207008	SNORA54
